無人区-Vacuum Track#ADD8E6,15,:/img/Pbackground.png,203,209,0,:/MusicScore/WuRenQu.mp3,30000
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,1,0,0.25
1,3,0,0.25
1,4,0,0.25
1,2,0,0.25
1,3,0,1
1,1,1,1
1,2,0,0.5
1,4,0,0.5
1,2,0,0.25
1,4,0,0.25
1,3,0,0.25
1,1,0,0.25
1,4,0,0.25
1,3,0,0.25
1,2,0,0.25
1,1,0,0.25
1,4,0,1
1,1,1,1
1,3,0,1
1,2,1,1
1,4,0,0.25
1,3,0,0.25
1,2,0,0.25
1,1,0,0.25
1,3,0,0.25
1,1,0,0.25
1,2,0,0.25
1,4,0,0.25
1,2,0,1
1,3,0,0.5
1,1,0,0.5
1,3,0,0.25
1,1,0,0.25
1,4,0,0.25
1,2,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,1,0,0.75
1,4,0,0.75
1,3,0,0.5
1,2,0,0.25
1,4,0,0.25
1,3,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,1,0,0.25
1,3,0,1
1,1,1,1
1,4,0,0.5
1,2,0,0.5
1,3,0,0.25
1,2,0,0.25
1,4,0,0.25
1,1,0,0.25
1,3,0,0.25
1,4,0,0.25
1,3,0,0.25
1,1,0,0.25
1,4,0,1
1,1,1,1
1,3,0,1
1,2,1,1
1,3,0,0.25
1,4,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,2,0,0.25
1,1,0,0.25
1,4,0,0.25
1,2,0,1
1,3,0,0.5
1,1,0,0.5
1,4,0,0.25
1,2,0,0.25
1,3,0,0.25
1,1,0,0.25
1,2,0,0.25
1,4,0,0.25
1,3,0,0.25
1,2,0,0.25
1,4,0,0.25
1,1,1,0.25
1,1,0,0.25
1,2,1,0.25
1,4,0,0.5
1,1,1,0.5
1,3,0,0.25
1,2,1,0.25
1,2,0,0.25
1,4,1,0.25
1,4,0,0.5
1,1,1,0.5
1,4,0,0.25
1,2,0,0.25
1,3,0,0.25
1,1,0,0.25
1,2,0,0.25
1,4,0,0.25
1,3,0,0.25
1,1,0,0.25
1,3,0,0.25
1,4,0,0.25
1,1,0,0.25
1,2,0,0.25
1,1,0,0.25
1,3,0,0.25
1,4,0,0.25
1,2,0,0.25
1,1,0,0.25
1,3,0,0.25
1,2,0,0.25
1,4,0,0.25
1,3,0,0.25
1,1,0,0.25
1,2,0,0.25
1,4,0,0.25
1,2,0,0.25
1,1,0,0.25
1,4,0,0.25
1,3,0,0.25
1,4,0,0.25
1,2,0,0.25
1,1,0,0.25
1,3,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,1,1,0.25
1,4,0,0.25
1,3,0,0.25
1,2,0,0.25
1,1,0,0.25
1,4,1,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,3,0,0.25
1,1,1,0.25
1,2,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,1,1,0.25
1,4,0,0.25
1,3,0,0.25
1,2,0,0.25
1,1,0,0.25
1,4,1,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,3,0,0.25
1,1,1,0.25
1,2,0,0.25
1,3,0,0.25
1,1,0,0.5
1,4,1,0.5
1,3,0,0.5
1,2,1,0,5
1,1,0,1
1,2,0,0.25
1,3,0,0.25
1,1,1,0.25
1,4,0,0.25
1,3,0,0.25
1,2,0,0.25
1,1,0,0.25
1,4,1,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,3,0,0.25
1,1,1,0.25
1,2,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,1,1,0.25
1,4,0,0.25
1,3,0,0.25
1,2,0,0.25
1,1,0,0.25
1,4,1,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,3,0,0.25
1,1,1,0.25
1,2,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,1,1,0.25
1,4,0,0.25
1,3,0,0.25
1,2,0,0.25
1,1,0,0.25
1,4,1,0.25
1,2,0,0.25
1,3,0,0.25
