纯纯胡写的谱子,13,:/MusicScore/sakura-background.png,250,88,0,:/MusicScore/DossolesHoliday.mp3,10000
1,2,0,0.25
1,1,0,0.5
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,1,0,0.5
1,2,0,0.25
1,3,0,0.25
1,4,0,0.5
1,1,0,0.25
1,2,0,0.5
1,3,0,0.5
1,2,0,0.125
1,1,0,0.125
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,3,0,0.25
1,2,0,0.5
1,3,0,0.25
1,4,0,0.25
1,1,0,1.25
1,2,0,0.5
1,3,0,0.25
1,4,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.5
1,1,0,0.25
1,2,0,0.5
1,3,0,0.25
1,4,0,0.5
1,1,0,0.5
1,2,0,0.5
1,3,0,0.5
1,4,0,0.5
1,1,0,0.25
1,2,0,0.5
1,3,0,0.25
1,2,0,0.75
1,1,0,0.5
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,1,0,0.5
1,2,0,0.25
1,3,0,0.25
1,4,0,0.5
1,1,0,0.25
1,2,0,0.5
1,3,0,0.5
1,2,0,0.125
1,1,0,0.125
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,3,0,0.25
1,2,0,0.5
1,3,0,0.25
1,4,0,0.25
1,1,0,1.25
1,2,0,0.5
1,3,0,0.25
1,4,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.25
1,1,0,0.25
1,2,0,0.25
1,3,0,0.25
1,4,0,0.5
1,1,0,0.25
1,2,0,0.5
1,3,0,0.25
1,4,0,0.5
1,1,0,0.5
1,2,0,0.5
1,3,0,0.5
1,4,0,0.5
1,1,0,0.25
1,2,0,0.5
1,3,0,0.25
